1564409363446	8.43837	-1.8679504	5.65477

1564409363446	8.519775	-1.8655548	5.7241974

1564409363447	8.579636	-1.9349823	5.7840576

1564409363457	8.483856	-1.8559875	5.7840576

1564409363457	8.543716	-1.8751373	5.7792664

1564409363461	8.57724	-1.9038696	5.7912445

1564409363467	8.586807	-1.9517517	5.7768707

1564409363471	8.603577	-1.980484	5.726593

1564409363476	8.582031	-1.98526	5.6882935

1564409363483	8.589203	-2.0235748	5.6499786

1564409363486	8.505417	-1.9924469	5.616455

1564409363491	8.471893	-1.9828796	5.5901184

1564409363496	8.395279	-1.9924469	5.5781555

1564409363501	8.388092	-1.961319	5.5781555

1564409363506	8.416824	-1.9685059	5.592514

1564409363511	8.455139	-2.0618744	5.599701

1564409363517	8.435974	-2.071457	5.513504

1564409363521	8.431183	-2.0762482	5.4799957

1564409363526	8.397675	-2.0092163	5.393799

1564409363532	8.412033	-2.0211792	5.3794403

1564409363537	8.3737335	-1.9158325	5.3291626

1564409363542	8.3545685	-1.8847046	5.369858

1564409363547	8.337814	-1.8990784	5.4584503

1564409363551	8.366547	-1.9158325	5.520691

1564409363558	8.330627	-1.9230194	5.5614014

1564409363562	8.313873	-1.98526	5.623642

1564409363567	8.306686	-1.9230194	5.661957

1564409363573	8.273178	-1.901474	5.606888

1564409363577	8.364151	-1.9230194	5.623642

1564409363582	8.342606	-1.9302063	5.5973053

1564409363587	8.385696	-1.9828796	5.661957

1564409363593	8.380905	-2.0475159	5.659561

1564409363597	8.3545685	-2.071457	5.606888

1564409363602	8.385696	-2.0786438	5.57576

1564409363610	8.3497925	-2.0906067	5.537445

1564409363612	8.368942	-2.0547028	5.5302734

1564409363618	8.368942	-2.0570984	5.484787

1564409363623	8.392883	-1.9780884	5.503937

1564409363628	8.366547	-1.9517517	5.501541

1564409363633	8.378525	-1.9661102	5.544632

1564409363638	8.41922	-1.9445648	5.508728

1564409363644	8.409637	-1.9086456	5.5853424

1564409363647	8.402466	-1.8488007	5.5949097

1564409363653	8.364151	-1.8320312	5.5781555

1564409363660	8.366547	-1.8200684	5.6020966

1564409363663	8.35936	-1.7769775	5.616455

1564409363669	8.333023	-1.7721863	5.6212463

1564409363673	8.3545685	-1.8272552	5.6571655

1564409363679	8.282745	-1.743454	5.527878

1564409363683	8.335419	-1.7410583	5.5949097

1564409363688	8.333023	-1.8128815	5.628433

1564409363694	8.287537	-1.7937317	5.606888

1564409363699	8.282745	-1.7769775	5.551819

1564409363704	8.30191	-1.791336	5.5614014

1564409363709	8.306686	-1.8152771	5.49675

1564409363713	8.388092	-1.8368225	5.49675

1564409363719	8.452744	-1.8727417	5.4752045

1564409363723	8.452744	-1.956543	5.472809

1564409363729	8.510193	-1.9876556	5.520691

1564409363734	8.519775	-2.059494	5.508728

1564409363741	8.491043	-2.1384888	5.5063324

1564409363743	8.524567	-2.1528625	5.508728

1564409363749	8.5125885	-2.1576538	5.513504

1564409363754	8.486252	-2.1313171	5.508728

1564409363760	8.452744	-2.0858307	5.5733643

1564409363764	8.409637	-2.0427246	5.6451874

1564409363769	8.376129	-1.9900513	5.6739197

1564409363774	8.316269	-1.9397736	5.707443

1564409363780	8.304291	-1.8607635	5.750534

1564409363785	8.265991	-1.8128815	5.738571

1564409363792	8.275574	-1.8009186	5.7170105

1564409363794	8.2947235	-1.798523	5.65477

1564409363799	8.32106	-1.7841492	5.695465

