1576249729276	-9.118301	-2.1097717	1.9868469

1576249729277	-9.223648	-2.1384888	1.9437561

1576249729277	-9.317032	-2.2031403	1.9437561

1576249729280	-9.360123	-2.2198944	1.9844513

1576249729284	-9.3242035	-2.2103271	1.9198151

1576249729289	-9.357727	-2.270172	1.8886871

1576249729300	-9.400818	-2.3036957	1.8503876

1576249729301	-9.376877	-2.2989044	1.8934784

1576249729304	-9.362518	-2.3611603	1.9102325

1576249729309	-9.427155	-2.3755188	1.8599548

1576249729314	-9.412796	-2.3946686	1.847992

1576249729319	-9.376877	-2.4162292	1.8264465

1576249729325	-9.398422	-2.442566	1.7282715

1576249729329	-9.355331	-2.411438	1.7234955

1576249729334	-9.321808	-2.3515778	1.6660309

1576249729339	-9.336182	-2.3659515	1.6205444

1576249729344	-9.405609	-2.3539734	1.713913

1576249729349	-9.384064	-2.3132782	1.7306671

1576249729355	-9.417587	-2.3132782	1.7689819

1576249729360	-9.419983	-2.3611603	1.7641907

1576249729365	-9.479828	-2.3683472	1.7474365

1576249729370	-9.455887	-2.3707275	1.8551636

1576249729375	-9.460678	-2.3443909	1.792923

1576249729381	-9.496597	-2.3396149	1.7689819

1576249729387	-9.48941	-2.3300323	1.761795

1576249729390	-9.321808	-2.2821503	1.7570038

1576249729396	-9.182953	-2.2414398	1.7091217

1576249729401	-9.230835	-2.284546	1.6444855

1576249729407	-9.206894	-2.3276367	1.5726471

1576249729412	-9.228439	-2.3443909	1.5822296

1576249729417	-9.266754	-2.3467865	1.548706

1576249729421	-9.300262	-2.332428	1.5846252

1576249729426	-9.26915	-2.3156738	1.5894165

1576249729432	-9.3242035	-2.2965088	1.5295563

1576249729437	-9.35054	-2.3276367	1.5319519

1576249729441	-9.372101	-2.3300323	1.469696

1576249729447	-9.460678	-2.3420105	1.4816742

1576249729452	-9.609116	-2.3611603	1.5080109

1576249729457	-9.609116	-2.3396149	1.4864655

1576249729461	-9.613907	-2.3396149	1.4840698

1576249729469	-9.712067	-2.3946686	1.4026642

1576249729472	-10.028107	-2.490448	1.3021088

1576249729477	-10.746368	-2.6508484	1.2757721

1576249729482	-10.332169	-2.6340942	1.421814

1576249729488	-9.348145	-2.3946686	1.4816742

1576249729492	-8.835785	-2.1361084	1.469696

1576249729498	-9.333786	-2.0187836	1.3284454

1576249729502	-9.3242035	-2.06427	1.1943665

1576249729507	-8.996201	-2.035553	1.2494354

1576249729513	-9.077606	-2.040329	1.2781677

1576249729518	-9.135071	-2.0115967	1.2661896

1576249729522	-9.154221	-2.035553	1.259018

1576249729528	-9.266754	-2.1121674	1.3523865

1576249729533	-9.300262	-2.1265259	1.421814

1576249729539	-9.364914	-2.1408844	1.3715363

1576249729544	-9.33139	-2.1313171	1.3787231

1576249729548	-9.3242035	-2.0930023	1.361969

1576249729553	-9.326599	-2.0930023	1.3404236

1576249729558	-9.27153	-2.0858307	1.3092957

1576249729564	-9.261963	-2.1217346	1.259018

1576249729569	-9.261963	-2.1001892	1.2183075

1576249729573	-9.249985	-2.1121674	1.2398529

1576249729579	-9.233231	-2.1576538	1.2063446

1576249729585	-9.2643585	-2.1552582	1.1895752

1576249729588	-9.281113	-2.1361084	1.172821

1576249729594	-9.228439	-2.1025848	1.1680298

1576249729599	-9.228439	-2.14328	1.1824036

1576249729605	-9.266754	-2.162445	1.1800079

